customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
ZR79373,Arizona,F,Bachelor,,14290.0,271.0,0,Personal Auto,Luxury SUV,1300.8
KH12081,Arizona,F,High School or Below,,0.0,119.0,1,Personal Auto,SUV,729.405742
WV64743,Washington,M,High School or Below,,0.0,194.0,0,Personal Auto,Luxury Car,1396.8
ZT58755,Oregon,F,High School or Below,,0.0,68.0,0,Personal Auto,Four-Door Car,256.91630200000003
WX52894,Nevada,M,College,,21927.0,71.0,0,Personal Auto,Four-Door Car,128.624785
EO51920,Oregon,F,High School or Below,,69096.0,99.0,0,Corporate Auto,Four-Door Car,64.669515
AQ34238,Oregon,M,Bachelor,,0.0,72.0,2,Corporate Auto,Four-Door Car,518.4
EI10204,Oregon,F,High School or Below,,28513.0,100.0,1,Personal Auto,SUV,480.0
GY23881,Oregon,M,High School or Below,,81687.0,61.0,0,Personal Auto,Four-Door Car,292.8
FL59259,Nevada,F,High School or Below,,13792.0,87.0,2,Personal Auto,Four-Door Car,620.19254
RN45606,Nevada,F,High School or Below,,32184.0,136.0,1,Personal Auto,SUV,266.146673
OJ64812,Washington,M,Bachelor,,26432.0,88.0,3,Personal Auto,Four-Door Car,422.4
AK11669,Arizona,F,Doctor,,59232.0,85.0,0,Corporate Auto,Two-Door Car,408.0
EM53324,Oregon,F,College,,0.0,72.0,3,Personal Auto,Four-Door Car,345.6
JE99638,Arizona,M,Bachelor,,23577.0,68.0,0,Personal Auto,Four-Door Car,91.81515300000001
LR69185,Nevada,M,College,,0.0,80.0,0,Personal Auto,Four-Door Car,848.201438
AS55478,Oregon,M,Bachelor,,26670.0,98.0,0,Corporate Auto,Four-Door Car,541.229321
OB52091,Washington,M,Bachelor,,87403.0,68.0,0,Personal Auto,Four-Door Car,456.29033799999996
AM28777,Oregon,F,College,,51455.0,67.0,0,Personal Auto,Four-Door Car,11.046789
AQ70385,Oregon,M,High School or Below,,30242.0,72.0,0,Personal Auto,Four-Door Car,48.288036
FL22732,Oregon,M,Bachelor,,64311.0,62.0,0,Personal Auto,Four-Door Car,157.174836
JD75068,Oregon,F,College,,0.0,70.0,0,Corporate Auto,Four-Door Car,405.384524
MM70762,Arizona,M,Master,,37722.0,116.0,0,Personal Auto,Sports Car,158.077504
JT46803,Oregon,F,Bachelor,,42336.0,69.0,0,Personal Auto,Four-Door Car,25.605349
VO25938,Oregon,M,Bachelor,,25998.0,71.0,0,Personal Auto,Four-Door Car,791.8780419999999
FP31685,Oregon,F,Bachelor,,24887.0,68.0,0,Personal Auto,Four-Door Car,326.4
LP69867,Oregon,M,High School or Below,,0.0,82.0,0,Personal Auto,Four-Door Car,590.4
BX88330,Washington,F,College,,90918.0,64.0,0,Personal Auto,Four-Door Car,163.41188400000001
QQ86648,Oregon,M,High School or Below,,78834.0,72.0,2,Personal Auto,Two-Door Car,345.6
VE80757,Oregon,M,Bachelor,,0.0,62.0,0,Personal Auto,Two-Door Car,434.26667000000003
BE69929,Arizona,F,College,,27872.0,61.0,0,Personal Auto,Two-Door Car,186.85705900000002
BM31989,Arizona,M,College,,24012.0,112.0,1,Personal Auto,Four-Door Car,82.211282
HW27766,Arizona,M,College,,16367.0,94.0,0,Personal Auto,Four-Door Car,515.569363
BC90645,California,F,Master,,55479.0,68.0,1,Personal Auto,Four-Door Car,117.96424499999999
GC36679,Oregon,M,High School or Below,,40778.0,86.0,0,Personal Auto,Four-Door Car,412.8
VI74176,Arizona,M,High School or Below,,0.0,137.0,3,Personal Auto,SUV,1532.0808710000001
BX24569,California,M,Bachelor,,0.0,102.0,0,Personal Auto,SUV,660.4304559999999
DR32525,Arizona,M,College,,0.0,96.0,4,Personal Auto,Four-Door Car,460.8
CP76842,Nevada,F,College,,95438.0,83.0,0,Corporate Auto,Two-Door Car,99.22309200000001
IH20118,Oregon,M,High School or Below,,12430.0,73.0,0,Personal Auto,Four-Door Car,350.4
DA20472,California,M,High School or Below,,95697.0,107.0,0,Personal Auto,Sports Car,178.006524
DN67273,Oregon,F,High School or Below,,0.0,74.0,0,Personal Auto,Two-Door Car,532.8
ZZ20738,California,F,High School or Below,,28108.0,114.0,0,Personal Auto,Sports Car,547.2
AS18084,California,F,College,,25370.0,102.0,0,Personal Auto,Sports Car,489.6
FY21364,California,M,Bachelor,,0.0,105.0,0,Corporate Auto,SUV,756.0
LL73047,California,F,High School or Below,,28672.0,71.0,0,Personal Auto,Four-Door Car,340.8
CG15505,California,F,Master,,22705.0,239.0,0,Personal Auto,Luxury SUV,1294.700423
ZZ22047,Washington,M,Bachelor,,67798.0,69.0,0,Corporate Auto,Four-Door Car,331.2
NG56399,Arizona,M,High School or Below,,61367.0,70.0,0,Personal Auto,Two-Door Car,498.53323099999994
MD45928,Arizona,F,High School or Below,,59207.0,116.0,0,Personal Auto,Four-Door Car,556.8
OV29928,Washington,F,College,,67423.0,65.0,0,Corporate Auto,Four-Door Car,293.308765
OR28030,California,M,Bachelor,,35095.0,73.0,0,Corporate Auto,Two-Door Car,525.6
LO48748,Oregon,F,Master,,26380.0,96.0,0,Personal Auto,Four-Door Car,177.36983999999998
FX95323,Oregon,M,College,,88731.0,66.0,0,Personal Auto,Four-Door Car,148.971857
AG85127,Oregon,M,Bachelor,,61409.0,68.0,0,Special Auto,Four-Door Car,264.04015699999997
JN33628,California,M,Bachelor,,0.0,167.0,0,Personal Auto,SUV,1985.999807
QU69375,Nevada,M,High School or Below,,0.0,79.0,1,Corporate Auto,Two-Door Car,407.44023799999997
FM37864,California,F,Bachelor,,74931.0,89.0,0,Personal Auto,Two-Door Car,230.84972000000002
IL23615,Oregon,M,College,,74770.0,86.0,0,Personal Auto,Four-Door Car,412.8
FZ44411,Arizona,M,Bachelor,,0.0,95.0,5,Corporate Auto,Four-Door Car,619.267164
JE32215,California,F,Bachelor,,44299.0,107.0,0,Personal Auto,Two-Door Car,180.08580700000002
FQ88964,Arizona,M,College,,0.0,71.0,1,Personal Auto,Two-Door Car,390.498822
WW22291,California,M,Master,,63326.0,72.0,0,Personal Auto,Four-Door Car,361.56402099999997
EV39637,Oregon,F,High School or Below,,0.0,73.0,0,Personal Auto,Four-Door Car,794.4455849999999
TG36139,California,F,High School or Below,,21720.0,128.0,0,Corporate Auto,SUV,837.905079
XN25550,Oregon,M,College,,55571.0,135.0,0,Personal Auto,SUV,904.8131210000001
NG94966,California,M,College,,34759.0,61.0,0,Personal Auto,Four-Door Car,302.353842
AD28349,Arizona,M,High School or Below,,0.0,68.0,0,Personal Auto,Four-Door Car,352.130674
VZ56705,Oregon,M,Bachelor,,38638.0,74.0,0,Personal Auto,Four-Door Car,355.2
TQ82322,California,F,Bachelor,,80927.0,62.0,0,Personal Auto,Two-Door Car,211.660971
CB77819,California,M,High School or Below,,0.0,65.0,0,Personal Auto,Two-Door Car,585.454243
VG68427,Arizona,M,High School or Below,,81914.0,70.0,0,Corporate Auto,Four-Door Car,198.75466
WO42164,Oregon,M,High School or Below,,0.0,92.0,0,Personal Auto,Four-Door Car,662.4
NL87371,Oregon,M,Bachelor,,0.0,72.0,0,Personal Auto,Two-Door Car,345.6
QW24080,Oregon,F,College,,0.0,74.0,4,Personal Auto,Four-Door Car,369.822544
ZL53118,Arizona,M,High School or Below,,0.0,69.0,1,Personal Auto,Four-Door Car,757.8911400000001
GT19025,Oregon,F,Bachelor,,25407.0,98.0,0,Personal Auto,Four-Door Car,284.239719
VN44400,California,F,College,,86073.0,70.0,0,Personal Auto,Two-Door Car,291.587866
JF45126,Nevada,M,Bachelor,,23818.0,104.0,1,Personal Auto,SUV,499.2
SW94040,Oregon,F,College,,21326.0,99.0,0,Personal Auto,Four-Door Car,632.765462
XI36396,California,M,Bachelor,,18486.0,86.0,0,Personal Auto,Four-Door Car,412.8
CL38926,Oregon,M,Bachelor,,10458.0,102.0,0,Corporate Auto,SUV,489.6
CU10179,California,F,College,,82528.0,131.0,0,Personal Auto,Sports Car,258.036918
BK57087,California,F,College,,38223.0,112.0,2,Personal Auto,SUV,537.6
LF94282,Nevada,M,Bachelor,,63438.0,72.0,0,Personal Auto,Two-Door Car,36.732923
BO46265,Oregon,M,College,,13432.0,92.0,0,Personal Auto,Four-Door Car,610.567945
VJ45879,California,M,Bachelor,,26848.0,114.0,0,Personal Auto,Two-Door Car,100.55749499999999
FR12423,Oregon,M,Bachelor,,14072.0,71.0,0,Personal Auto,Four-Door Car,511.2
IY87065,California,F,Bachelor,,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.70273499999996
LR49944,Nevada,F,Doctor,,35159.0,68.0,0,Personal Auto,Two-Door Car,150.501033
LU40443,Oregon,M,Master,,64255.0,70.0,0,Personal Auto,Four-Door Car,193.86536999999998
HN54181,California,F,College,,0.0,84.0,0,Personal Auto,Four-Door Car,604.8
GC52187,Nevada,F,College,,88842.0,90.0,0,Personal Auto,Two-Door Car,350.75997
FH22095,California,M,College,,39377.0,64.0,0,Corporate Auto,Two-Door Car,307.2
KY55245,California,M,High School or Below,,12430.0,73.0,0,Personal Auto,Four-Door Car,350.4
ST43920,Arizona,F,Doctor,,21986.0,63.0,0,Personal Auto,Two-Door Car,333.69622799999996
GG84614,Oregon,F,High School or Below,,27435.0,76.0,0,Personal Auto,Two-Door Car,455.54531799999995
JW94491,California,M,College,,25251.0,66.0,0,Personal Auto,Four-Door Car,316.8
EW51866,Arizona,F,College,,29881.0,85.0,0,Personal Auto,Four-Door Car,17.920170000000002
KU13616,California,F,Bachelor,,11885.0,101.0,0,Personal Auto,Four-Door Car,484.8
CB15842,California,M,High School or Below,,40420.0,104.0,0,Special Auto,SUV,499.2
RN66968,California,M,High School or Below,,74837.0,66.0,0,Personal Auto,Four-Door Car,376.50248799999997
IQ30108,Oregon,M,High School or Below,,67591.0,77.0,0,Special Auto,Four-Door Car,198.08041699999998
VB23257,Oregon,M,Bachelor,,47590.0,119.0,0,Special Auto,SUV,121.32791399999999
CV13878,California,F,High School or Below,,75474.0,62.0,0,Personal Auto,Two-Door Car,297.6
FD14790,Oregon,M,Bachelor,,57177.0,92.0,0,Personal Auto,Four-Door Car,441.6
VZ61940,Nevada,F,Doctor,,52344.0,66.0,0,Personal Auto,Four-Door Car,182.607687
PX66705,California,F,High School or Below,,20072.0,70.0,0,Personal Auto,Four-Door Car,487.81432199999995
XG66314,California,M,College,,33604.0,105.0,0,Personal Auto,SUV,357.61859599999997
ZM40672,Oregon,F,Master,,0.0,61.0,0,Corporate Auto,Two-Door Car,292.8
VF21523,Nevada,F,High School or Below,,37741.0,74.0,0,Corporate Auto,Two-Door Car,355.2
OM50417,Arizona,F,Bachelor,,48471.0,83.0,1,Personal Auto,Four-Door Car,208.904212
SO54368,Oregon,M,College,,58089.0,118.0,0,Personal Auto,SUV,566.4
XZ62430,Arizona,M,Bachelor,,27681.0,83.0,0,Personal Auto,Two-Door Car,398.4
RZ51338,Arizona,M,Bachelor,,28992.0,74.0,4,Personal Auto,Four-Door Car,355.2
NV13794,Nevada,F,High School or Below,,55986.0,119.0,0,Personal Auto,SUV,388.506303
JB23570,California,M,College,,94042.0,132.0,0,Corporate Auto,SUV,633.6
MH24522,California,M,College,,0.0,101.0,0,Personal Auto,Sports Car,563.284331
TD78032,Washington,M,High School or Below,,0.0,67.0,0,Corporate Auto,Four-Door Car,482.4
WW41496,Nevada,F,Bachelor,,70164.0,88.0,0,Personal Auto,Two-Door Car,375.401079
IF32545,Nevada,F,Master,,22886.0,65.0,0,Corporate Auto,Four-Door Car,312.0
HF72557,Washington,M,Bachelor,,19948.0,89.0,0,Personal Auto,Four-Door Car,427.2
MD41042,Arizona,F,College,,39293.0,74.0,0,Personal Auto,Two-Door Car,352.740946
UP31333,Washington,M,College,,28432.0,118.0,0,Corporate Auto,SUV,612.300581
UC35517,Oregon,M,College,,0.0,70.0,0,Corporate Auto,Four-Door Car,504.0
HS89788,Arizona,F,High School or Below,,0.0,107.0,0,Personal Auto,Sports Car,1166.754216
SG82836,Oregon,M,High School or Below,,47412.0,81.0,0,Personal Auto,Two-Door Car,421.824276
VM50666,California,M,Doctor,,0.0,65.0,0,Special Auto,Four-Door Car,312.0
MD70513,Washington,M,College,,68351.0,107.0,0,Personal Auto,SUV,725.339771
YX96463,Oregon,F,Bachelor,,58733.0,74.0,0,Corporate Auto,Four-Door Car,355.2
LH38387,Nevada,F,Bachelor,,58187.0,95.0,0,Personal Auto,Two-Door Car,76.73348
BY59578,California,M,College,,63189.0,88.0,0,Personal Auto,Four-Door Car,569.124597
RN12107,Oregon,F,High School or Below,,0.0,254.0,0,Corporate Auto,Luxury Car,1828.8
MZ84108,Arizona,M,Bachelor,,44006.0,130.0,0,Personal Auto,Sports Car,494.664784
JG68387,Nevada,F,Bachelor,,60932.0,101.0,0,Corporate Auto,SUV,484.8
AQ94108,Oregon,F,College,,56704.0,71.0,0,Corporate Auto,Four-Door Car,84.71504399999999
NE85389,Oregon,F,High School or Below,,0.0,74.0,1,Personal Auto,Four-Door Car,355.2
JQ35849,California,M,High School or Below,,24254.0,68.0,0,Personal Auto,Four-Door Car,326.4
QU93024,California,M,Bachelor,,0.0,128.0,0,Personal Auto,SUV,1345.317161
EQ90867,Oregon,M,College,,57125.0,68.0,0,Corporate Auto,Four-Door Car,326.4
PG67485,Nevada,M,High School or Below,,0.0,119.0,0,Personal Auto,Sports Car,571.2
OX62244,California,M,Bachelor,,0.0,64.0,0,Personal Auto,Four-Door Car,307.2
MW98508,Oregon,F,College,,72075.0,73.0,2,Special Auto,Four-Door Car,22.569825
MM50888,Arizona,F,High School or Below,,34317.0,78.0,2,Personal Auto,Two-Door Car,263.592181
QZ19741,Oregon,F,College,,96745.0,179.0,5,Personal Auto,SUV,859.2
ET10831,Oregon,M,College,,95427.0,65.0,0,Personal Auto,Four-Door Car,442.80801799999995
OL72669,Arizona,M,Bachelor,,0.0,146.0,0,Corporate Auto,SUV,1404.845849
BM46418,Nevada,M,College,,30606.0,71.0,0,Personal Auto,Two-Door Car,253.04738999999998
VD78722,Oregon,M,College,,37876.0,69.0,0,Personal Auto,Four-Door Car,300.056383
FL69981,California,F,Bachelor,,0.0,110.0,0,Personal Auto,SUV,528.0
EG10175,California,F,Master,,57474.0,97.0,0,Personal Auto,Two-Door Car,280.037716
WS60888,California,M,Bachelor,,22828.0,106.0,0,Personal Auto,SUV,508.8
LM58227,Oregon,F,High School or Below,,65096.0,67.0,3,Personal Auto,Four-Door Car,321.6
IK49861,Oregon,M,Bachelor,,0.0,88.0,0,Personal Auto,Two-Door Car,87.135752
RM87465,Arizona,M,High School or Below,,51066.0,74.0,0,Personal Auto,Four-Door Car,787.993313
BY75330,California,M,Bachelor,,96866.0,113.0,1,Personal Auto,SUV,377.38572400000004
CF41619,Nevada,M,College,,20934.0,61.0,1,Personal Auto,Four-Door Car,292.8
ZZ54454,Nevada,M,Master,,32510.0,119.0,0,Personal Auto,Two-Door Car,571.2
CU84967,California,F,High School or Below,,58577.0,110.0,0,Personal Auto,SUV,303.872752
UR56056,Oregon,M,Bachelor,,73268.0,137.0,0,Personal Auto,SUV,41.139806
VN30344,California,M,College,,0.0,80.0,0,Personal Auto,Four-Door Car,576.0
YE67531,Oregon,M,High School or Below,,19683.0,117.0,1,Personal Auto,Sports Car,561.6
EW67348,Nevada,F,College,,38713.0,66.0,4,Personal Auto,Four-Door Car,316.8
PD69398,Washington,M,College,,62370.0,94.0,2,Corporate Auto,Four-Door Car,32.00761
YT43943,California,F,High School or Below,,28476.0,62.0,0,Personal Auto,Four-Door Car,297.6
ON74557,California,M,Bachelor,,74915.0,122.0,0,Personal Auto,SUV,393.151377
JL52508,Oregon,M,Doctor,,57709.0,125.0,0,Personal Auto,SUV,600.0
UI62725,Oregon,M,Bachelor,,94676.0,69.0,0,Corporate Auto,Four-Door Car,331.2
LO75919,Arizona,M,Bachelor,,43543.0,76.0,0,Personal Auto,Two-Door Car,339.255348
SM62247,Nevada,F,High School or Below,,68297.0,212.0,3,Corporate Auto,Luxury Car,1272.487601
AF20716,Oregon,M,Bachelor,,74241.0,61.0,0,Personal Auto,Two-Door Car,138.588291
LQ22609,Arizona,F,College,,61385.0,86.0,0,Personal Auto,Four-Door Car,199.299449
ZP80265,Oregon,M,Bachelor,,0.0,62.0,0,Personal Auto,Two-Door Car,446.4
BO87401,Nevada,F,College,,0.0,118.0,0,Personal Auto,SUV,566.4
SX20211,Oregon,M,College,,52548.0,101.0,0,Personal Auto,Four-Door Car,587.504777
EK61334,California,F,Bachelor,,0.0,95.0,0,Personal Auto,Four-Door Car,429.657692
QJ49871,Oregon,M,College,,26605.0,100.0,0,Personal Auto,SUV,933.330936
OO65445,Oregon,F,Bachelor,,0.0,67.0,0,Personal Auto,Four-Door Car,181.335364
WP55297,Washington,M,Bachelor,,0.0,70.0,0,Personal Auto,Four-Door Car,754.945216
WY12393,Washington,F,High School or Below,,82667.0,64.0,1,Special Auto,Two-Door Car,307.2
JF32940,Oregon,F,Bachelor,,31789.0,130.0,0,Personal Auto,SUV,316.418786
WX84274,Oregon,F,Bachelor,,0.0,71.0,0,Corporate Auto,Four-Door Car,551.569883
CW85845,California,F,High School or Below,,25151.0,69.0,0,Corporate Auto,Four-Door Car,318.040989
IO57824,Arizona,M,Bachelor,,0.0,87.0,2,Personal Auto,Four-Door Car,414.190987
AX86552,California,M,College,,24053.0,87.0,1,Personal Auto,Four-Door Car,624.532492
LM84078,Oregon,M,College,,0.0,117.0,0,Personal Auto,SUV,1373.258272
GG87344,Oregon,F,College,,55407.0,101.0,1,Personal Auto,SUV,275.341953
LA35379,Oregon,F,Master,,62461.0,73.0,0,Personal Auto,Four-Door Car,129.26740800000002
EZ43738,California,F,Bachelor,,29406.0,68.0,0,Personal Auto,Four-Door Car,326.4
DF49110,Oregon,M,Doctor,,89420.0,67.0,0,Personal Auto,Four-Door Car,212.455137
IL32727,California,F,High School or Below,,0.0,121.0,0,Personal Auto,SUV,644.269611
QV55524,Washington,M,College,,52464.0,95.0,0,Personal Auto,Four-Door Car,515.930856
EB55390,Oregon,F,Master,,43731.0,64.0,2,Special Auto,Four-Door Car,162.46107800000001
KB54415,Arizona,M,High School or Below,,13449.0,68.0,0,Personal Auto,Four-Door Car,326.4
PG14554,Arizona,M,Bachelor,,0.0,115.0,0,Personal Auto,SUV,552.0
QI63521,Nevada,M,High School or Below,,0.0,187.0,0,Personal Auto,Luxury SUV,897.6
DC85335,Oregon,M,College,,49821.0,61.0,4,Personal Auto,Four-Door Car,333.308611
SR26762,California,F,Bachelor,,34837.0,63.0,0,Personal Auto,Four-Door Car,72.82843100000001
UH86550,Oregon,F,College,,44222.0,104.0,0,Personal Auto,Four-Door Car,413.196371
ON72594,California,F,Master,,58881.0,97.0,0,Personal Auto,Four-Door Car,354.885018
LE28486,Oregon,F,College,,46210.0,100.0,0,Personal Auto,SUV,46.315771000000005
EJ86526,Oregon,F,Bachelor,,49480.0,70.0,1,Corporate Auto,Four-Door Car,72.686545
DQ92905,Arizona,M,Bachelor,,0.0,65.0,0,Personal Auto,Four-Door Car,312.0
JL25091,California,M,Bachelor,,79284.0,117.0,1,Special Auto,Four-Door Car,156.452827
HP42153,Washington,F,High School or Below,,12928.0,64.0,0,Personal Auto,Four-Door Car,307.2
OQ27893,Oregon,M,High School or Below,,20510.0,74.0,0,Personal Auto,Two-Door Car,355.2
PB31909,California,M,College,,0.0,115.0,0,Corporate Auto,Four-Door Car,828.0
AL43715,Nevada,M,Master,,67541.0,104.0,0,Personal Auto,Four-Door Car,203.886869
YA70612,Oregon,M,Bachelor,,97924.0,74.0,0,Personal Auto,Two-Door Car,355.2
LO37570,Arizona,M,High School or Below,,40432.0,77.0,0,Personal Auto,Four-Door Car,369.6
XC83045,Nevada,M,Bachelor,,16869.0,222.0,0,Personal Auto,Luxury SUV,1065.6
NC47038,Arizona,M,High School or Below,,91171.0,110.0,0,Personal Auto,SUV,771.39748
DS31990,Oregon,M,High School or Below,,0.0,71.0,0,Personal Auto,Two-Door Car,150.878447
CR99369,Arizona,M,High School or Below,,34528.0,69.0,2,Corporate Auto,Four-Door Car,183.60276299999998
RE68901,Washington,F,College,,20303.0,71.0,0,Corporate Auto,Four-Door Car,340.8
VQ97965,Oregon,F,Bachelor,,73643.0,89.0,0,Corporate Auto,Four-Door Car,147.486454
ZK83518,California,M,College,,10621.0,67.0,0,Personal Auto,Four-Door Car,321.6
EJ77557,California,M,High School or Below,,76407.0,91.0,0,Personal Auto,Four-Door Car,436.8
QJ62033,Arizona,M,High School or Below,,0.0,71.0,0,Personal Auto,Four-Door Car,511.2
OH23652,Oregon,F,Bachelor,,26607.0,122.0,0,Personal Auto,SUV,585.6
NE51159,Oregon,M,College,,61783.0,94.0,0,Personal Auto,Four-Door Car,658.1258740000001
GU56606,Nevada,M,Bachelor,,20283.0,77.0,0,Personal Auto,Two-Door Car,369.6
HR28499,California,M,Bachelor,,43578.0,98.0,0,Personal Auto,Two-Door Car,105.662175
VK92827,California,M,Bachelor,,93606.0,67.0,0,Personal Auto,Four-Door Car,321.6
DZ85842,California,M,High School or Below,,17920.0,72.0,0,Personal Auto,Four-Door Car,424.375364
HX87528,California,M,College,,51800.0,92.0,0,Personal Auto,Four-Door Car,299.45253199999996
FJ57446,Oregon,F,College,,27694.0,108.0,0,Personal Auto,SUV,741.850171
GU91528,Oregon,F,High School or Below,,11904.0,61.0,2,Personal Auto,Two-Door Car,292.8
LR92373,Nevada,F,Bachelor,,53444.0,72.0,1,Personal Auto,Four-Door Car,315.703929
LC90366,Nevada,M,Bachelor,,22828.0,106.0,0,Personal Auto,SUV,508.8
UI36597,Oregon,M,Bachelor,,50719.0,131.0,0,Personal Auto,SUV,870.6269070000001
MD33155,California,M,College,,46900.0,66.0,0,Corporate Auto,Four-Door Car,316.8
MB20764,Oregon,M,High School or Below,,0.0,252.0,0,Corporate Auto,Luxury SUV,1814.4
JA76884,California,M,Master,,60880.0,119.0,0,Personal Auto,Two-Door Car,109.906628
BQ32117,California,M,Doctor,,40870.0,105.0,0,Personal Auto,SUV,504.0
ZM45168,Oregon,M,College,,14321.0,65.0,0,Personal Auto,Four-Door Car,423.82354699999996
BE25221,Arizona,M,High School or Below,,20072.0,82.0,0,Corporate Auto,Four-Door Car,473.266879
II92123,Oregon,M,High School or Below,,77365.0,79.0,0,Personal Auto,Two-Door Car,2.8233029999999997
PN35535,California,F,College,,98475.0,115.0,0,Personal Auto,SUV,552.0
EI17022,Washington,M,Bachelor,,14973.0,115.0,0,Corporate Auto,SUV,828.0
OH41318,Washington,M,Master,,83385.0,131.0,2,Personal Auto,SUV,704.337157
ER52041,California,M,College,,0.0,90.0,0,Personal Auto,Four-Door Car,659.435886
PY57181,Oregon,M,College,,0.0,86.0,1,Personal Auto,Four-Door Car,412.8
CY12922,Arizona,M,College,,0.0,73.0,0,Personal Auto,Four-Door Car,525.6
YV85096,Oregon,F,Bachelor,,98110.0,65.0,0,Corporate Auto,Four-Door Car,176.287711
DG34434,California,F,Bachelor,,28909.0,66.0,0,Corporate Auto,Two-Door Car,456.70273499999996
DL14445,California,F,College,,0.0,96.0,0,Personal Auto,Four-Door Car,949.9532529999999
QL80621,Oregon,F,Bachelor,,0.0,62.0,0,Personal Auto,Four-Door Car,297.6
NY57065,California,M,Bachelor,,42937.0,71.0,0,Corporate Auto,Two-Door Car,251.779842
EO17010,California,M,Master,,30887.0,119.0,0,Personal Auto,SUV,444.167713
LC47479,Oregon,M,College,,35442.0,239.0,0,Personal Auto,Luxury Car,1147.2
GB92679,Nevada,F,High School or Below,,95139.0,103.0,0,Personal Auto,Four-Door Car,34.023132000000004
VQ78876,Oregon,F,Bachelor,,89834.0,116.0,0,Corporate Auto,SUV,43.15595
YQ24856,California,M,Bachelor,,0.0,66.0,0,Corporate Auto,Two-Door Car,478.509797
XV11038,California,F,College,,18814.0,122.0,0,Personal Auto,Sports Car,585.6
MG88768,California,M,College,,82733.0,62.0,0,Corporate Auto,Four-Door Car,72.101019
RN36393,California,F,High School or Below,,28513.0,100.0,1,Personal Auto,SUV,480.0
BU59722,Washington,M,High School or Below,,0.0,68.0,1,Personal Auto,Four-Door Car,326.4
JD86991,Oregon,M,Bachelor,,67233.0,63.0,0,Personal Auto,Two-Door Car,246.69362400000003
QM60216,Oregon,M,College,,58718.0,226.0,0,Personal Auto,Luxury Car,1084.8
NJ43658,California,M,Master,,21724.0,198.0,0,Corporate Auto,Luxury SUV,1505.230405
GL34504,California,F,High School or Below,,65103.0,115.0,4,Personal Auto,Four-Door Car,552.0
YX51934,California,F,High School or Below,,55071.0,61.0,0,Personal Auto,Four-Door Car,231.516063
FO83170,California,M,Doctor,,85817.0,72.0,0,Personal Auto,Four-Door Car,154.987759
JW33458,California,F,Master,,92254.0,70.0,0,Corporate Auto,Four-Door Car,245.593225
JP10227,California,M,College,,88340.0,102.0,0,Corporate Auto,Two-Door Car,489.6
HX90683,California,F,College,,63860.0,62.0,0,Personal Auto,Four-Door Car,208.598246
UC19334,California,F,High School or Below,,26411.0,126.0,1,Corporate Auto,SUV,604.8
ED61615,California,M,High School or Below,,26189.0,69.0,0,Personal Auto,Four-Door Car,331.2
CB78049,California,M,College,,66114.0,92.0,4,Personal Auto,Four-Door Car,178.842061
OS70004,California,M,College,,49561.0,193.0,0,Personal Auto,SUV,926.4
SM67119,California,F,College,,16139.0,62.0,0,Personal Auto,Four-Door Car,297.6
RO77709,California,M,High School or Below,,63775.0,100.0,0,Corporate Auto,SUV,462.753151
QT27514,California,F,Bachelor,,25134.0,67.0,0,Personal Auto,Four-Door Car,321.6
ZT53375,California,M,Bachelor,,87777.0,68.0,0,Personal Auto,Two-Door Car,257.708912
LB35863,California,F,Bachelor,,0.0,103.0,0,Personal Auto,SUV,494.4
JL95389,California,F,Bachelor,,62922.0,194.0,0,Corporate Auto,Luxury Car,1121.633645
MF30956,California,M,College,,83761.0,112.0,0,Corporate Auto,SUV,270.227547
FD36230,California,F,High School or Below,,50801.0,72.0,3,Personal Auto,Four-Door Car,43.419028000000004
OE75629,California,M,College,,48675.0,71.0,1,Corporate Auto,Four-Door Car,340.8
VV97308,California,M,High School or Below,,55916.0,63.0,0,Personal Auto,Four-Door Car,302.4
LU17507,California,F,Bachelor,,0.0,180.0,0,Personal Auto,Luxury SUV,864.0
TW11115,California,F,High School or Below,,30064.0,65.0,0,Personal Auto,Two-Door Car,296.852419
ND42562,California,M,High School or Below,,0.0,127.0,0,Personal Auto,Sports Car,1176.285998
FZ29605,California,M,College,,0.0,67.0,0,Corporate Auto,Four-Door Car,482.4
SC30127,California,F,Doctor,,12081.0,82.0,0,Personal Auto,Two-Door Car,548.064933
HI26883,California,M,Bachelor,,0.0,95.0,0,Personal Auto,Two-Door Car,684.0
EW15755,California,F,Master,,62326.0,122.0,0,Personal Auto,SUV,96.00936
GH48839,California,M,College,,25251.0,66.0,0,Corporate Auto,Four-Door Car,316.8
IX46908,California,F,College,,21289.0,71.0,0,Corporate Auto,Four-Door Car,340.8
OO89057,California,F,Master,,54054.0,99.0,0,Personal Auto,Four-Door Car,5.661683999999999
LX95134,California,F,College,,84814.0,90.0,0,Corporate Auto,Four-Door Car,512.816507
CX89767,California,F,High School or Below,,46097.0,61.0,4,Personal Auto,Four-Door Car,197.074966
DI45039,California,F,College,,58705.0,69.0,0,Personal Auto,Two-Door Car,48.956424
AI14767,California,F,High School or Below,,37455.0,114.0,0,Personal Auto,SUV,547.2
OJ38536,California,F,Doctor,,62010.0,112.0,0,Personal Auto,SUV,537.6
TI90592,California,M,College,,61568.0,93.0,0,Corporate Auto,Four-Door Car,240.818954
UN63889,California,M,Bachelor,,90443.0,66.0,0,Personal Auto,Two-Door Car,235.17419700000002
